id,brandName,productDisplayName,description,style_note,price,discountedPrice,articleType,masterCategory,subCategory,myntraRating,baseColour,fabric,fit,neck,occasion,brand_label,productName_label,articleType_label,gen_Boys,gen_Girls,gen_Men,gen_Unisex,gen_Women,usa_Casual,usa_Ethnic,usa_Formal,usa_Smart Casual,usa_Sports,sea_Fall,sea_Spring,sea_Summer,sea_Winter,price_log,rating_norm
8070a78b-83b2-446b-bd0d-fc1ea90422b2,Indigo Nation,Indigo Nation Men Tro Olive Trousers,composition structured brown trousers made 65 polyester 35 cotton ply fabric two insert pockets sides two welt pockets back buttoned closures brand name appliqued back right pocket comfortable waistband loops button zipper closure front extended hemline reduced suit wearers height fitting regular wash care hand machine wash mild detergent bleach wring dry shade warm iron update classic style smart brown trousers indigo nation structured trousers made ply fabric specially washed give great feel appearance look stylish feel comfortable day long trousers team formal shirts leather slip ons confident well groomed look compositionstructured brown trousers made 65 polyester 35 cotton ply fabric two insert pockets sides two welt pockets back buttoned closures brand name appliqued back right pocket comfortable waistband loops button zipper closure front extended hemline reduced suit wearers heightfittingregularwash carehand machine wash mild detergentdo bleach wringdry shadewarm ironupdate classic style smart brown trousers indigo nation structured trousers made ply fabric specially washed give great feel appearance look stylish feel comfortable day long trousers team formal shirts leather slip ons confident well groomed look model statisticsthe model wears trousers length 41 height waist 32,not found,899.0,899.0,Trousers,Apparel,Bottomwear,1.0,Olive,Unknown,Unknown,Unknown,Unknown,11,322,31,0,0,1,0,0,0,0,1,0,0,1,0,0,0,6.802394763324311,0.2
e79bd79b-dc0e-427a-9dd2-b9368af341c0,Reebok,Reebok Men Runtone Action White Sports Shoes,wondering carve die body without hitting hard hitting gym regime look comes reebok runtone action shoe optimized moving air technology shoe activates key muscles calves quads reducing overall body stress innovative fitness shoe engineered built balance pods certain points shoe transfer air response stride air movement creates micro instability every step take forcing leg muscles work harder increasing strength endurance added dmx shear cushioning reebok runtone absorbs shock impact enhancing comfort feet even long runs toning balance pods great hit men women alike season reebok runtone action sneaker vast array pods fitted outsole run pods shift air beneath shoe creating unstable feel body instantly reacts experiments various muscle positions compensate instability outcome progressive sneaker forces tougher functioning important muscle tissues toning leg butt besides harmony ball inspired pods reebok runtone also synthetic mesh upper provides excellent ventilation dry comfort imeva midsole enhance cushioning shock absorption comfort even better reebok easytone comes removable sockliner accommodate medical orthotic making running pleasurable experience upper mesh uppers synthetic overlays provide breath ability lace ups snug fit cushioned collar tongue extra comfort mesh tongue greater breath ability breathable mesh lining removable insert midsole removable footbed replaced medical orthotic imeva midsole delivers cushioned support shock absorption outsole features balance ball inspired pods moving air technology transfer air response stride create micro instability every step forefoot flex grooves provide flexibility footstrike toe multi surface rubber outsole traction durability shoe care wipe surface soft clean damp cloth remove dust machine wash,not found,7999.0,7999.0,Sports Shoes,Footwear,Shoes,0.0,White,Unknown,Unknown,Unknown,Unknown,21,624,24,0,0,1,0,0,0,0,0,0,1,1,0,0,0,8.987196820661973,0.0
ea32ea4b-8ed7-4726-9267-ab24bbe6968a,Reebok,Reebok Men Premier ultra 8 U-form Silver Sports Shoes,reebok premier ultra form running shoe difference like running shoes light weight well ventilated special shoes form footwear lining technology takes shape foot heated heat shoes oven 200 degree minutes put shoes lace tightly sit minutes voila shoe taken shape foot detailed instructions check www reebok com uformamong spectacular features kineticfit sure fit panels accomodate shift size shape foot foot strike added plush dmx ride cushioning makes comfortable smooth flexible ride wear want run jog use casual wear wish upperbreathable mesh upper ample ventilation reduced irritationsynthetic overlays added shoe structure durability styleu form footwear lining technology takes shape foot heatedkineticfit sure fit panels accomodate shift size shape foot entire foot strikesmoothfit upper increased comfort reduction seam related irritation rublace system synthetic laces snug customized fitlushly padded mesh tongue better ventilation comfortstablefit memory foam collar lining step comfortbrand name tongue medial side shoe behind collarbrand logo lateral sidemidsoleinjection moulded eva midsole lightweight responsive cushioning shock absorptiondmx ride foam cushioning day comfortplaydry lining moisture managementoutsoledmprtek rubber outsole lightweight cushioning durabilitydmx shear vertical panels greater comfortdmx shear vertical horizontal heel cushioning minimize stress impacttransition bridge ultimate heel toe responsewaffle pattern grip excellent tractionscooped heel extra cushioning comfortflex grooves ease movementshoe carewipe surface soft clean dry cloth remove dustdo machine washdo store direct sunlight,not found,8999.0,8999.0,Sports Shoes,Footwear,Shoes,0.0,Silver,Unknown,Unknown,Unknown,Unknown,21,615,24,0,0,1,0,0,0,0,0,0,1,1,0,0,0,9.104979856318357,0.0
82cead3f-73e7-48c0-bfdc-32b9cea91c28,Reebok,Reebok Men Premier Verona Supreme 2 Black Sports Shoes,reebok verona supreme running shoe difference lightweight well ventilated spectacular design among spectacular features kineticfit sure fit panels accomodate shift size shape foot foot strike added plush dmx ride cushioning makes comfortable smooth flexible ride wear want run jog use casual wear wish upperbreathable mesh upper ample ventilation reduced irritationsynthetic overlays added shoe structure durability stylekineticfit sure fit panels accomodate shift size shape foot entire foot strikesmoothfit upper increased comfort reduction seam related irritation rublace system synthetic laces snug customized fitlushly padded mesh tongue better ventilation comfortstablefit memory foam collar lining step comfortbrand name tongue medial side shoe behind collarbrand logo lateral sidemidsoleinjection moulded eva midsole lightweight responsive cushioning shock absorptiondmx ride foam cushioning day comfortplaydry lining moisture managementoutsoledmprtek rubber outsole lightweight cushioning durabilitydmx shear vertical panels greater comfortdmx shear vertical horizontal heel cushioning minimize stress impacttransition bridge ultimate heel toe responsewaffle pattern grip excellent tractionscooped heel extra cushioning comfortflex grooves ease movementshoe carewipe surface soft clean dry cloth remove dustdo machine washdo store direct sunlight,not found,6999.0,6999.0,Sports Shoes,Footwear,Shoes,1.0,Black,Unknown,Unknown,Unknown,Unknown,21,612,24,0,0,1,0,0,0,0,0,0,1,1,0,0,0,8.85366542803745,0.2
62fd15e0-7ef9-4a84-97c4-6638b0208157,Reebok,Reebok Men Premier road supreme 2 Silver Sports Shoes,reebok road supreme running shoe difference lightweight well ventilated spectacular design among spectacular features kineticfit sure fit panels accomodate shift size shape foot foot strike added plush dmx ride cushioning makes comfortable smooth flexible ride wear want run jog use casual wear wish upperbreathable mesh upper ample ventilation reduced irritationsynthetic overlays added shoe structure durability stylekineticfit sure fit panels accomodate shift size shape foot entire foot strikesmoothfit upper increased comfort reduction seam related irritation rublace system synthetic laces snug customized fitlushly padded mesh tongue better ventilation comfortstablefit memory foam collar lining step comfortbrand name tongue medial side shoe behind collarbrand logo lateral sidemidsoleinjection moulded eva midsole lightweight responsive cushioning shock absorptiondmx ride foam cushioning day comfortplaydry lining moisture managementoutsoledmprtek rubber outsole lightweight cushioning durabilitydmx shear vertical panels greater comfortdmx shear vertical horizontal heel cushioning minimize stress impacttransition bridge ultimate heel toe responsewaffle pattern grip excellent tractionscooped heel extra cushioning comfortflex grooves ease movementshoe carewipe surface soft clean dry cloth remove dustdo machine washdo store direct sunlight,not found,7999.0,7999.0,Sports Shoes,Footwear,Shoes,1.0,Silver,Unknown,Unknown,Unknown,Unknown,21,614,24,0,0,1,0,0,0,0,0,0,1,1,0,0,0,8.987196820661973,0.2
ea19cafc-8e17-4e9f-a05e-27967858f273,ADIDAS,ADIDAS Men Cfc Pes Black Tracksuits,composition black tracksuit made 100 polyester black track jacket mock collar zippered closure front ribbed hem cuffs white stripe panels shoulder running till cuffs two insert pockets sides zippered closures blue panel uellow piping details sides graphic print including sponsoring company chelsea team badge left chest brand name right chest black tracks elasticated waistband drawstring inside striped panels sides ribbed cuffs zippered slits towards hems blue panel flowing darts back print sponsoring company chelsea team badge right leg brand name left leg fitting comfort wash care wash dark colours separately wash 40 degree soak tumble dry bleach dry shade warm iron dry clean iron print trims logo made polyester fabric adidas tracksuits ideal training needs sleek black track jacket complements pants white stripes gives added edge sleek black track jacket complements pants white stripes gives added edge soft broad elastic waistband sits snugly drawstrings inside allow create customized fit chelsea team badge gives added edge pair sports shirts performance shoes extended training session model statistics model wears size shirts height shoulders 18 model wears trousers length 41 height waist 31,not found,5499.0,5499.0,Tracksuits,Apparel,Bottomwear,0.0,Black,Unknown,Unknown,Unknown,Unknown,0,0,30,0,0,1,0,0,0,0,0,0,1,1,0,0,0,8.612503371220562,0.0
051dcd3f-1cd3-415c-8608-f1b9b7237779,Flying Machine,Flying Machine Women VN White Tshirts,compositionwhite round neck shirt made 100 cotton mega sleeves graphic print frontfittingregularwash caremachine wash cold waterdo tumble dryturn inside dryingdon dry direct sunlightuse warm irondo use iron print embroiderystylish hilt cotton shirt flying machine designed never compromise comfort looks slightly surreal image tree dripping hearts increases style quotient fabric keeps fresh comfortable day team shirt jeans sports shoes flaunt fashion statement style model statisticsthe model wears size shirtsheight chest 33 compositionwhite round neck shirt made 100 cotton mega sleeves graphic print frontfittingregularwash caremachine wash cold waterdo tumble dryturn inside dryingdon dry direct sunlightuse warm irondo use iron print embroiderystylish hilt cotton shirt flying machine designed never compromise comfort looks slightly surreal image tree dripping hearts increases style quotient fabric keeps fresh comfortable day team shirt jeans sports shoes flaunt fashion statement style model statisticsthe model wears size shirtsheight chest 33,not found,499.0,249.0,Tshirts,Apparel,Topwear,1.0,White,Cotton,Regular Fit,Round Neck,Unknown,9,289,32,0,0,0,0,1,1,0,0,0,0,1,0,0,0,6.214608098422191,0.2
4b1c9855-3de9-4483-820e-a4c17f5b8f9d,Reebok,Reebok Men Zigdynamic White Sports Shoes,try reebok zigdynamic refuse wear running shoe ever sneakers come zig zag sole helps propel forward reduces muscle fatigue shins sweat gym without sweating lightweight shoes attractive super comfortable worn day long running lounge coffee shop eyes precious shoes upperbreathable mesh upper ample ventilation reduced irritationsynthetic overlays added shoe structure durability stylesmoothfit upper increased comfort reduction seam related irritation rublace system synthetic laces snug customized fitlushly padded tongue well cushioned collar step comfortmesh tongue maximum ventilationbrand logo sidesbrand name tongue behind collarmidsoleinjection moulded eva midsole lightweight responsive cushioning shock absorptioncushioned footbed day comfortmesh lining increased ventilation comfortremovable sockliner replace orthoticoutsoletpr outsole better shock absorption durabilitytransition bridge ultimate heel toe responsezigzag sole propel forward reduce muscle fatigue shinforefoot grooves increased flexibility push multi surface outsole traction durabilityshoe carewipe surface soft clean dry cloth remove dustdo machine washdo store direct sunlight,not found,6999.0,6999.0,Sports Shoes,Footwear,Shoes,1.0,White,Unknown,Unknown,Unknown,Unknown,21,626,24,0,0,1,0,0,0,0,0,0,1,1,0,0,0,8.85366542803745,0.2
6ee0f6b5-79ef-46fe-ac4e-1af19b619587,United Colors of Benetton,United Colors of Benetton Men vertigo Brown Shoes,stylish dress shoes united colors benetton perfect formal occasions slip great oxfords look like mean business slightly square toe silhouette adds charm shoes coupled contrast stitch detailing wear shoes look suave jiffy great addition sophisticated man wardrobe add tons character outfit instant upper full grain leather upper added durability style slightly squared toe design increased comfort style leather wrap around overlay along heel midfoot better support contrast stitch detailing better structure attraction lace system synthetic laces snug customized fit sofly padded tongue protect excessive rubbing prevent blisters leather wrap around overlay along heel midfoot better support big ben logo tongue midsole eva midsole long term durability protection feet impact cushioned footbed day comfort fabric lining increased comfort outsole lightweight slip resistant rubber outsole better shock absorption raised heel ergonomic comfort style shoe care wipe leather surface dry clean cloth remove dust use branded leather conditioner maintain shine store direct sunlight,not found,4199.0,4199.0,Formal Shoes,Footwear,Shoes,0.0,Brown,Unknown,Unknown,Unknown,Unknown,24,735,10,0,0,1,0,0,0,0,1,0,0,1,0,0,0,8.34283980427146,0.0
64244a9c-968b-4a9b-8680-526d808af83a,Reebok,Reebok Men Buckets VI Black Sports Shoes,perfect shoes basketball enthusiasts reebok buckets vi combine light weight striking looks dmx ride cushioning system give maximum comfort style court outsole durable provides great traction surfaces confident playing also used casual wear go slam dunk upper soft leather upper added durability style synthetic overlays better shoe structure durability mid cut design ankle support lateral stability perforated pattern forefoot midfoot style lace system synthetic laces snug customized fit lushly padded tongue well cushioned collar step comfort mesh tongue better ventilation brand name forefoot lateral side midsole injection moulded eva midsole lightweight responsive cushioning shock absorption dmx ride foam cushioning day comfort mesh lining increased ventilation comfort removable sockliner replace orthotic outsole non marking high abrasion rubber outsole better shock absorption durability circular grooves improved traction pivot point enables 180 degree movement shoe care wipe surface soft clean dry cloth remove dust machine wash store direct sunlight,not found,4999.0,4999.0,Sports Shoes,Footwear,Shoes,0.0,Black,Unknown,Unknown,Unknown,Unknown,21,609,24,0,0,1,0,0,0,0,0,0,1,1,0,0,0,8.517193191416238,0.0
